token,headword,tokenRank,headRank,tokenBand,headBand,tokenFreq,headFreq,PoS
suffocations,suffocate,69701,6738,70k,07k,0,384,Irr
raspier,rasp,69702,6745,70k,07k,0,383,Irr
raspiest,rasp,69703,6745,70k,07k,0,383,Irr
dazes,daze,69704,6758,70k,07k,0,381,Verb
ruggeder,rugged,69705,6763,70k,07k,0,380,Irr
ruggedest,rugged,69706,6763,70k,07k,0,380,Irr
incensing,incense,69707,6767,70k,07k,0,380,Irr
serfdoms,serf,69708,6776,70k,07k,0,379,Irr
vaccinates,vaccinate,69709,6779,70k,07k,0,378,Verb
menstruated,menstruate,69710,6782,70k,07k,0,378,Irr
transistorize,transistor,69711,6798,70k,07k,0,377,Irr
transistorizes,transistor,69712,6798,70k,07k,0,377,Irr
transistorizing,transistor,69713,6798,70k,07k,0,377,Irr
charioted,chariot,69714,6811,70k,07k,0,376,Irr
charioting,chariot,69715,6811,70k,07k,0,376,Irr
choleras,cholera,69716,6812,70k,07k,0,376,Irr
luncheonettes,luncheon,69717,6819,70k,07k,0,375,Irr
genuses,genus,69718,6821,70k,07k,0,375,Irr
prehistorically,prehistoric,69719,6831,70k,07k,0,374,Irr
disinfections,disinfect,69720,6835,70k,07k,0,373,Irr
incests,incest,69721,6851,70k,07k,0,371,Irr
hypertensions,hypertension,69722,6866,70k,07k,0,369,Irr
acquiescences,acquiesce,69723,6875,70k,07k,0,368,Irr
acquiescently,acquiesce,69724,6875,70k,07k,0,368,Irr
savourier,savoury,69725,6909,70k,07k,0,364,Irr
savouriest,savoury,69726,6909,70k,07k,0,364,Irr
unsavory,savoury,69727,6909,70k,07k,0,364,Irr
gustier,gust,69728,6923,70k,07k,0,362,Irr
gustiest,gust,69729,6923,70k,07k,0,362,Irr
christens,christen,69730,6930,70k,07k,0,361,Irr
nonporous,porous,69731,6933,70k,07k,0,361,Irr
porousness,porous,69732,6933,70k,07k,0,361,Irr
incongruousness,incongruous,69733,6958,70k,07k,0,359,Irr
crumbier,crumb,69736,6968,70k,07k,0,357,Irr
crumbiest,crumb,69737,6968,70k,07k,0,357,Irr
transgresses,transgress,69738,6972,70k,07k,0,357,Verb
fagging,fag,69739,6974,70k,07k,0,357,Verb
conjecturings,conjecture,69740,6980,70k,07k,0,356,Irr
sheikhdom,sheikh,69741,6981,70k,07k,0,356,Irr
exuberances,exuberant,69742,6984,70k,07k,0,355,Irr
protractive,protracted,69743,6986,70k,07k,0,355,Irr
trampler,trample,69744,6988,70k,07k,0,355,Irr
tramplers,trample,69745,6988,70k,07k,0,355,Irr
gauntest,gaunt,69746,6991,70k,07k,0,355,Irr
dewier,dew,69747,6997,70k,07k,0,354,Irr
dewiest,dew,69748,6997,70k,07k,0,354,Irr
dewiness,dew,69749,6997,70k,07k,0,354,Irr
electrifications,electrify,69750,6998,70k,07k,0,354,Irr
merchandized,merchandise,69751,7012,70k,08k,0,351,Irr
merchandizes,merchandise,69752,7012,70k,08k,0,351,Irr
perseverances,persevere,69753,7013,70k,08k,0,351,Irr
squinter,squint,69754,7015,70k,08k,0,350,Irr
squinters,squint,69755,7015,70k,08k,0,350,Irr
décor,decor,69756,7016,70k,08k,0,350,Irr
headiest,heady,69757,7017,70k,08k,0,350,Adj
headiness,heady,69758,7017,70k,08k,0,350,Noun
ghettoise,ghetto,69759,7031,70k,08k,0,348,Adj
ghettoises,ghetto,69760,7031,70k,08k,0,348,Irr
ghettoising,ghetto,69761,7031,70k,08k,0,348,Irr
ghettoized,ghetto,69762,7031,70k,08k,0,348,Irr
astrologist,astrology,69763,7053,70k,08k,0,347,Adj
leopardesses,leopard,69764,7063,70k,08k,0,346,Irr
heftiness,hefty,69765,7068,70k,08k,0,345,Irr
doughier,dough,69766,7080,70k,08k,0,343,Irr
doughiest,dough,69767,7080,70k,08k,0,343,Irr
intertwines,twine,69768,7082,70k,08k,0,343,Noun
twiner,twine,69769,7082,70k,08k,0,343,Irr
uncharred,char,69770,7085,70k,08k,0,343,Irr
provisoes,proviso,69771,7095,70k,08k,0,343,Irr
paternalisms,paternal,69773,7110,70k,08k,0,340,Irr
prickliest,prickle,69774,7124,70k,08k,0,338,Adj
pulpier,pulp,69775,7126,70k,08k,0,338,Irr
pulpiest,pulp,69776,7126,70k,08k,0,338,Irr
pulpiness,pulp,69777,7126,70k,08k,0,338,Irr
patchiest,patchy,69778,7129,70k,08k,0,338,Irr
clamor,clamour,69779,7132,70k,08k,0,337,Irr
clamored,clamour,69780,7132,70k,08k,0,337,Irr
clamorousness,clamour,69781,7132,70k,08k,0,337,Irr
clamors,clamour,69782,7132,70k,08k,0,337,Irr
demoralisations,demoralise,69783,7138,70k,08k,0,337,Irr
demoralises,demoralise,69784,7138,70k,08k,0,337,Irr
demoralizations,demoralise,69785,7138,70k,08k,0,337,Irr
permissively,permissive,69786,7162,70k,08k,0,334,Irr
sapless,sap,69787,7168,70k,08k,0,333,Irr
terrestrially,terrestrial,69788,7169,70k,08k,0,333,Irr
bemuses,bemuse,69789,7171,70k,08k,0,333,Verb
gleefulness,glee,69790,7176,70k,08k,0,332,Irr
rudimentaries,rudiment,69791,7178,70k,08k,0,332,Irr
italicises,italic,69792,7179,70k,08k,0,332,Irr
skinniness,skinny,69793,7187,70k,08k,0,331,Irr
espousals,espouse,69794,7193,70k,08k,0,330,Irr
chiseled,chisel,69795,7203,70k,08k,0,329,Verb
chiseling,chisel,69796,7203,70k,08k,0,329,Irr
maizes,maize,69797,7208,70k,08k,0,329,Irr
asbestoses,asbestos,69798,7213,70k,08k,0,328,Irr
mellowest,mellow,69800,7232,70k,08k,0,327,Irr
unorchestrated,orchestrate,69801,7233,70k,08k,0,327,Irr
respectabilities,respectability,69802,7251,70k,08k,0,325,Irr
chicer,chic,69803,7252,70k,08k,0,324,Irr
estranges,estrange,69804,7253,70k,08k,0,324,Irr
impersonalisation,personalise,69805,7255,70k,08k,0,324,Irr
impersonalise,personalise,69806,7255,70k,08k,0,324,Irr
impersonalises,personalise,69807,7255,70k,08k,0,324,Irr
impersonalising,personalise,69808,7255,70k,08k,0,324,Irr
impersonalization,personalise,69809,7255,70k,08k,0,324,Irr
impersonalize,personalise,69810,7255,70k,08k,0,324,Irr
impersonalizes,personalise,69811,7255,70k,08k,0,324,Irr
impersonalizing,personalise,69812,7255,70k,08k,0,324,Irr
reassertions,reassert,69813,7259,70k,08k,0,324,Irr
stowages,stow,69814,7283,70k,08k,0,322,Irr
geophysic,geophysics,69815,7290,70k,08k,0,321,Irr
agilities,agile,69816,7294,70k,08k,0,320,Irr
amens,amen,69817,7295,70k,08k,0,320,Irr
façade,facade,69818,7296,70k,08k,0,320,Irr
façades,facade,69819,7296,70k,08k,0,320,Irr
stauncher,staunch,69820,7297,70k,08k,0,320,Irr
profusions,profuse,69821,7308,70k,08k,0,319,Irr
unfathomably,fathom,69822,7312,70k,08k,0,318,Adv
salivas,saliva,69823,7316,70k,08k,0,318,Irr
thriftier,thrift,69824,7317,70k,08k,0,318,Irr
thriftiest,thrift,69825,7317,70k,08k,0,318,Irr
concurrences,concur,69827,7326,70k,08k,0,317,Irr
karates,karate,69828,7332,70k,08k,0,317,Irr
shorthands,shorthand,69829,7335,70k,08k,0,317,Irr
reprieval,reprieve,69830,7337,70k,08k,0,317,Irr
reprievals,reprieve,69831,7337,70k,08k,0,317,Irr
detestably,detest,69832,7344,70k,08k,0,315,Irr
fizziest,fizz,69833,7345,70k,08k,0,315,Adj
tyrannizes,tyranny,69834,7353,70k,08k,0,314,Irr
destabilisations,destabilize,69835,7358,70k,08k,0,313,Irr
allegorists,allegory,69836,7365,70k,08k,0,312,Irr
coexistences,coexist,69837,7366,70k,08k,0,312,Irr
première,premiere,69838,7373,70k,08k,0,311,Irr
protrudance,protrude,69839,7377,70k,08k,0,311,Irr
innumerably,innumerable,69840,7379,70k,08k,0,311,Irr
chorally,choral,69841,7394,70k,08k,0,309,Irr
centrifugals,centrifuge,69842,7397,70k,08k,0,309,Irr
cutleries,cutlery,69843,7404,70k,08k,0,309,Irr
dogmatisms,dogmatic,69844,7416,70k,08k,0,307,Irr
frothiness,froth,69847,7427,70k,08k,0,306,Noun
elates,elate,69848,7437,70k,08k,0,305,Irr
lucider,lucid,69849,7462,70k,08k,0,303,Irr
lucidest,lucid,69850,7462,70k,08k,0,303,Irr
lucidness,lucid,69851,7462,70k,08k,0,303,Irr
nasalisation,nasal,69852,7487,70k,08k,0,300,Irr
nasalisations,nasal,69853,7487,70k,08k,0,300,Irr
nasalise,nasal,69854,7487,70k,08k,0,300,Irr
nasalises,nasal,69855,7487,70k,08k,0,300,Irr
nasalising,nasal,69856,7487,70k,08k,0,300,Irr
nasalities,nasal,69857,7487,70k,08k,0,300,Irr
nasality,nasal,69858,7487,70k,08k,0,300,Irr
nasalization,nasal,69859,7487,70k,08k,0,300,Irr
nasalizations,nasal,69860,7487,70k,08k,0,300,Irr
nasalize,nasal,69861,7487,70k,08k,0,300,Irr
nasalized,nasal,69862,7487,70k,08k,0,300,Irr
nasalizes,nasal,69863,7487,70k,08k,0,300,Irr
nasalizing,nasal,69864,7487,70k,08k,0,300,Irr
clarinetists,clarinet,69865,7491,70k,08k,0,300,Irr
succincter,succinct,69866,7495,70k,08k,0,300,Irr
succinctest,succinct,69867,7495,70k,08k,0,300,Irr
garnishings,garnish,69868,7497,70k,08k,0,299,Irr
kidders,kidding,69869,7498,70k,08k,0,299,Noun
misplacements,misplace,69870,7510,70k,08k,0,298,Irr
starchier,starch,69871,7511,70k,08k,0,298,Irr
starchiest,starch,69872,7511,70k,08k,0,298,Irr
starchiness,starch,69873,7511,70k,08k,0,298,Noun
disparately,disparate,69874,7530,70k,08k,0,296,Irr
quaintest,quaint,69876,7545,70k,08k,0,295,Adj
grubbily,grubby,69877,7551,70k,08k,0,295,Irr
jaggeder,jagged,69878,7553,70k,08k,0,294,Irr
jaggedest,jagged,69879,7553,70k,08k,0,294,Irr
sullener,sullen,69880,7568,70k,08k,0,293,Irr
sullenest,sullen,69881,7568,70k,08k,0,293,Irr
conducively,conducive,69882,7579,70k,08k,0,291,Irr
avidities,avid,69884,7586,70k,08k,0,290,Irr
duelist,duel,69885,7589,70k,08k,0,290,Irr
duelists,duel,69886,7589,70k,08k,0,290,Irr
folklores,folklore,69887,7590,70k,08k,0,290,Irr
monoxides,monoxide,69888,7591,70k,08k,0,290,Irr
overgrew,overgrow,69889,7604,70k,08k,0,289,Verb
overgrows,overgrow,69890,7604,70k,08k,0,289,Irr
parochially,parochial,69891,7606,70k,08k,0,289,Irr
garbages,garbage,69892,7611,70k,08k,0,288,Irr
smolder,smoulder,69893,7615,70k,08k,0,288,Irr
smoldered,smoulder,69894,7615,70k,08k,0,288,Irr
smolders,smoulder,69895,7615,70k,08k,0,288,Irr
tamperer,tamper,69896,7616,70k,08k,0,288,Irr
tamperers,tamper,69897,7616,70k,08k,0,288,Irr
galvanization,galvanize,69898,7626,70k,08k,0,287,Irr
humilities,humility,69899,7627,70k,08k,0,287,Irr
grimiest,grime,69900,7636,70k,08k,0,286,Adj
griminess,grime,69901,7636,70k,08k,0,286,Irr
scrabbler,scrabble,69902,7643,70k,08k,0,286,Irr
scrabblers,scrabble,69903,7643,70k,08k,0,286,Noun
carnivorously,carnivore,69904,7654,70k,08k,0,284,Irr
carnivorousness,carnivore,69905,7654,70k,08k,0,284,Irr
bequesting,bequest,69906,7655,70k,08k,0,284,Irr
illicitness,illicit,69907,7661,70k,08k,0,283,Irr
stealthiest,stealth,69908,7662,70k,08k,0,283,Adj
stealths,stealth,69909,7662,70k,08k,0,283,Irr
insignias,insignia,69910,7666,70k,08k,0,283,Noun
trashier,trash,69911,7669,70k,08k,0,282,Irr
trashiest,trash,69912,7669,70k,08k,0,282,Irr
trashiness,trash,69913,7669,70k,08k,0,282,Irr
hilariousness,hilarious,69914,7672,70k,08k,0,282,Noun
pollinations,pollinate,69915,7681,70k,08k,0,281,Irr
stretchering,stretcher,69916,7682,70k,08k,0,281,Irr
uncannier,uncanny,69917,7690,70k,08k,0,280,Irr
chateaus,chateau,69918,7692,70k,08k,0,280,Noun
château,chateau,69919,7692,70k,08k,0,280,Irr
châteaux,chateau,69920,7692,70k,08k,0,280,Irr
fervors,fervour,69921,7695,70k,08k,0,280,Irr
injudiciousness,judicious,69922,7697,70k,08k,0,280,Irr
prowesses,prowess,69923,7699,70k,08k,0,280,Irr
compulsiveness,compulsive,69924,7727,70k,08k,0,277,Irr
noncrystalline,crystalline,69925,7731,70k,08k,0,277,Irr
quartzes,quartz,69926,7738,70k,08k,0,276,Irr
spaghettis,spaghetti,69927,7746,70k,08k,0,275,Irr
slurrer,slur,69928,7752,70k,08k,0,275,Irr
slurrers,slur,69929,7752,70k,08k,0,275,Irr
composures,composure,69930,7760,70k,08k,0,274,Irr
stratospheres,stratosphere,69931,7762,70k,08k,0,274,Irr
celibacies,celibacy,69932,7766,70k,08k,0,273,Irr
dislodgment,dislodge,69933,7771,70k,08k,0,273,Irr
enthrallments,thrall,69934,7775,70k,08k,0,273,Irr
enthrals,thrall,69935,7775,70k,08k,0,273,Verb
thralldom,thrall,69936,7775,70k,08k,0,273,Irr
thralldoms,thrall,69937,7775,70k,08k,0,273,Irr
thralls,thrall,69938,7775,70k,08k,0,273,Noun
papacies,papacy,69939,7781,70k,08k,0,273,Irr
disaffect,disaffect,69940,7783,70k,08k,0,272,Irr
disaffecting,disaffect,69941,7783,70k,08k,0,272,Irr
disaffects,disaffect,69942,7783,70k,08k,0,272,Irr
convexly,convex,69943,7800,70k,08k,0,271,Irr
chemotherapies,chemotherapy,69944,7804,70k,08k,0,270,Irr
chemotherapists,chemotherapy,69945,7804,70k,08k,0,270,Irr
anonymities,anonymity,69946,7825,70k,08k,0,268,Irr
laities,laity,69947,7833,70k,08k,0,268,Irr
upsurged,upsurge,69948,7834,70k,08k,0,268,Irr
shammed,sham,69949,7855,70k,08k,0,266,Irr
abdications,abdicate,69951,7867,70k,08k,0,265,Irr
flannelettes,flannel,69953,7883,70k,08k,0,263,Irr
flannelling,flannel,69954,7883,70k,08k,0,263,Verb
placidities,placid,69955,7885,70k,08k,0,263,Irr
solderers,solder,69956,7892,70k,08k,0,263,Irr
slangier,slang,69957,7902,70k,08k,0,262,Irr
slangiest,slang,69958,7902,70k,08k,0,262,Irr
wholeheartedness,wholehearted,69959,7906,70k,08k,0,262,Noun
reshapings,reshape,69960,7913,70k,08k,0,261,Irr
grandiosities,grandiose,69961,7916,70k,08k,0,261,Irr
glutenfree,glut,69962,7925,70k,08k,0,260,Irr
swinishly,swine,69963,7927,70k,08k,0,260,Irr
swinishness,swine,69964,7927,70k,08k,0,260,Irr
mollusks,mollusc,69965,7935,70k,08k,0,260,Irr
nonabrasive,abrasive,69966,7939,70k,08k,0,259,Irr
needier,needy,69968,7961,70k,08k,0,257,Irr
drowsiest,drowsy,69969,7968,70k,08k,0,257,Irr
drowses,drowsy,69970,7968,70k,08k,0,257,Irr
hypnoses,hypnosis,69971,7970,70k,08k,0,257,Irr
webbings,webs,69972,7973,70k,08k,0,256,Irr
torpedoe,torpedo,69973,7977,70k,08k,0,256,Irr
chastities,chaste,69974,7984,70k,08k,0,255,Irr
edibleness,edible,69975,7986,70k,08k,0,255,Irr
ensnarements,snare,69976,7990,70k,08k,0,255,Irr
episcopality,episcopal,69977,7999,70k,08k,0,254,Irr
beleaguerers,beleaguer,69978,8003,70k,09k,0,254,Irr
beleaguering,beleaguer,69979,8003,70k,09k,0,254,Irr
nonrechargeable,recharge,69980,8005,70k,09k,0,254,Irr
whackers,whack,69982,8028,70k,09k,0,252,Noun
distraughtly,distraught,69983,8029,70k,09k,0,252,Irr
rusticities,rustic,69984,8035,70k,09k,0,251,Irr
elementally,elemental,69985,8039,70k,09k,0,251,Irr
armories,armoury,69986,8041,70k,09k,0,251,Irr
wispier,wisp,69987,8056,70k,09k,0,249,Irr
chivalries,chivalry,69988,8058,70k,09k,0,249,Irr
outdates,outdated,69989,8065,70k,09k,0,248,Irr
outdate,outdated,69990,8065,70k,09k,0,248,Irr
outdating,outdated,69991,8065,70k,09k,0,248,Irr
belchers,belch,69992,8066,70k,09k,0,248,Noun
pouters,pout,69993,8093,70k,09k,0,246,Irr
resectioned,resection,69994,8096,70k,09k,0,246,Irr
resectioning,resection,69995,8096,70k,09k,0,246,Irr
splicers,splice,69996,8097,70k,09k,0,246,Irr
baggiest,baggy,69997,8100,70k,09k,0,245,Adj
perspires,perspire,69998,8124,70k,09k,0,244,Irr
ternaries,tern,69999,8127,70k,09k,0,244,Irr
perfuses,perfusion,70000,8130,70k,09k,0,244,Irr
unwholesomeness,wholesome,70002,8140,71k,09k,0,243,Irr
farters,fart,70003,8142,71k,09k,0,243,Irr
tiresomeness,tiresome,70004,8146,71k,09k,0,243,Irr
nonbelligerent,belligerent,70005,8154,71k,09k,0,242,Irr
jauntier,jaunt,70006,8158,71k,09k,0,242,Irr
jauntiest,jaunt,70007,8158,71k,09k,0,242,Irr
straddler,straddle,70008,8161,71k,09k,0,242,Irr
straddlers,straddle,70009,8161,71k,09k,0,242,Irr
onerously,onerous,70010,8163,71k,09k,0,242,Adv
pauperises,pauper,70011,8168,71k,09k,0,242,Irr
pauperising,pauper,70012,8168,71k,09k,0,242,Irr
pauperize,pauper,70013,8168,71k,09k,0,242,Irr
pauperizes,pauper,70014,8168,71k,09k,0,242,Irr
alderwoman,alderman,70015,8187,71k,09k,0,241,Irr
alderwomen,alderman,70016,8187,71k,09k,0,241,Irr
overdrives,overdrive,70017,8188,71k,09k,0,241,Irr
funneled,funnel,70018,8193,71k,09k,0,240,Verb
funneling,funnel,70019,8193,71k,09k,0,240,Verb
devouter,devout,70020,8197,71k,09k,0,240,Irr
devoutest,devout,70021,8197,71k,09k,0,240,Irr
demobilises,demob,70022,8207,71k,09k,0,240,Irr
demobilizes,demob,70023,8207,71k,09k,0,240,Irr
barterer,barter,70024,8216,71k,09k,0,239,Noun
barterers,barter,70025,8216,71k,09k,0,239,Noun
onuses,onus,70026,8229,71k,09k,0,239,Irr
convalescences,convalesce,70027,8257,71k,09k,0,237,Irr
convalesces,convalesce,70028,8257,71k,09k,0,237,Irr
zeniths,zenith,70029,8259,71k,09k,0,237,Irr
disenchantments,disenchant,70030,8277,71k,09k,0,235,Irr
disenchants,disenchant,70031,8277,71k,09k,0,235,Irr
prologs,prologue,70033,8291,71k,09k,0,234,Irr
mauler,maul,70034,8304,71k,09k,0,233,Noun
opiums,opium,70038,8312,71k,09k,0,232,Irr
twosomes,threesome,70039,8313,71k,09k,0,232,Noun
footages,footage,70040,8324,71k,09k,0,231,Irr
lousiest,lousy,70041,8333,71k,09k,0,230,Adj
corrugates,corrugate,70042,8335,71k,09k,0,230,Irr
impassivities,impassive,70043,8337,71k,09k,0,230,Irr
aromatherapies,aromatherapy,70044,8338,71k,09k,0,230,Irr
cannibalization,cannibal,70045,8344,71k,09k,0,229,Irr
cannibalizes,cannibal,70046,8344,71k,09k,0,229,Irr
linoleums,linoleum,70047,8348,71k,09k,0,229,Irr
translucently,translucent,70048,8351,71k,09k,0,229,Irr
trustworthier,trustworthy,70049,8352,71k,09k,0,229,Irr
trustworthiest,trustworthy,70050,8352,71k,09k,0,229,Irr
expounders,expound,70051,8354,71k,09k,0,229,Irr
flouter,flout,70052,8359,71k,09k,0,229,Irr
flouters,flout,70053,8359,71k,09k,0,229,Irr
senilities,senile,70054,8360,71k,09k,0,229,Irr
deciphers,decipher,70056,8364,71k,09k,0,228,Irr
mirthfulness,mirth,70057,8370,71k,09k,0,228,Irr
disarrays,disarray,70058,8372,71k,09k,0,227,Irr
congenialities,congenial,70060,8383,71k,09k,0,226,Irr
dismountings,dismount,70061,8384,71k,09k,0,226,Irr
stagnantly,stagnant,70062,8396,71k,09k,0,225,Irr
wartier,wart,70063,8400,71k,09k,0,225,Irr
wartiest,wart,70064,8400,71k,09k,0,225,Adj
despondencies,despondent,70066,8412,71k,09k,0,224,Irr
horrider,horrid,70067,8413,71k,09k,0,224,Irr
horridest,horrid,70068,8413,71k,09k,0,224,Irr
concords,concord,70069,8419,71k,09k,0,224,Irr
methyls,methyl,70070,8420,71k,09k,0,224,Irr
spookiest,spook,70071,8421,71k,09k,0,223,Adj
spookiness,spook,70072,8421,71k,09k,0,223,Noun
laxest,lax,70073,8423,71k,09k,0,223,Irr
laxities,lax,70074,8423,71k,09k,0,223,Irr
brunts,brunt,70075,8426,71k,09k,0,223,Irr
customizes,customise,70076,8433,71k,09k,0,222,Irr
collateralize,collateral,70077,8435,71k,09k,0,222,Irr
collateralizes,collateral,70078,8435,71k,09k,0,222,Irr
collateralizing,collateral,70079,8435,71k,09k,0,222,Irr
collaterally,collateral,70080,8435,71k,09k,0,222,Irr
refueled,refuel,70081,8439,71k,09k,0,222,Irr
refueling,refuel,70082,8439,71k,09k,0,222,Irr
geneologies,genealogy,70083,8443,71k,09k,0,221,Irr
geneology,genealogy,70084,8443,71k,09k,0,221,Noun
tawnier,tawny,70085,8453,71k,09k,0,221,Irr
tawniest,tawny,70086,8453,71k,09k,0,221,Irr
acrimonies,acrimony,70088,8462,71k,09k,0,220,Irr
acrimoniousness,acrimony,70089,8462,71k,09k,0,220,Irr
soddenly,sodden,70091,8484,71k,09k,0,219,Irr
exorcizes,exorcise,70092,8501,71k,09k,0,218,Irr
radiotherapies,radiotherapy,70093,8504,71k,09k,0,218,Irr
photosynthesised,photosynthesis,70094,8516,71k,09k,0,217,Irr
photosynthesises,photosynthesis,70095,8516,71k,09k,0,217,Verb
photosynthesizes,photosynthesis,70096,8516,71k,09k,0,217,Irr
impeacher,impeach,70097,8522,71k,09k,0,216,Irr
impeachers,impeach,70098,8522,71k,09k,0,216,Irr
impeaches,impeach,70099,8522,71k,09k,0,216,Irr
masquerader,masquerade,70100,8525,71k,09k,0,216,Irr
masqueraders,masquerade,70101,8525,71k,09k,0,216,Noun
languidness,languid,70102,8532,71k,09k,0,216,Irr
noninvasive,invasive,70103,8538,71k,09k,0,215,Irr
sheenier,sheen,70104,8543,71k,09k,0,215,Irr
sheeniest,sheen,70105,8543,71k,09k,0,215,Irr
archfiend,fiend,70106,8552,71k,09k,0,214,Irr
archfiends,fiend,70107,8552,71k,09k,0,214,Irr
overestimations,overestimate,70108,8564,71k,09k,0,213,Irr
wanness,wan,70109,8574,71k,09k,0,212,Irr
mesmerisation,mesmerise,70110,8576,71k,09k,0,212,Irr
mesmerises,mesmerise,70111,8576,71k,09k,0,212,Verb
mesmerization,mesmerise,70112,8576,71k,09k,0,212,Irr
hexagonally,hexagon,70113,8583,71k,09k,0,212,Irr
encasements,encase,70114,8590,71k,09k,0,211,Irr
jested,jest,70115,8599,71k,09k,0,211,Verb
kinkiest,kink,70116,8600,71k,09k,0,211,Irr
kinkily,kink,70117,8600,71k,09k,0,211,Irr
hearsays,hearsay,70118,8605,71k,09k,0,211,Irr
smeltings,smelted,70119,8612,71k,09k,0,210,Irr
epilepsies,epilepsy,70120,8613,71k,09k,0,210,Irr
gruelingly,gruelling,70121,8618,71k,09k,0,209,Irr
amblers,amble,70122,8626,71k,09k,0,208,Irr
subserviences,subservient,70123,8634,71k,09k,0,208,Irr
subserviently,subservient,70124,8634,71k,09k,0,208,Irr
bloats,bloat,70125,8641,71k,09k,0,207,Verb
deforestations,deforest,70126,8642,71k,09k,0,207,Irr
deforesting,deforest,70127,8642,71k,09k,0,207,Verb
deforests,deforest,70128,8642,71k,09k,0,207,Irr
digitizes,digitise,70129,8648,71k,09k,0,207,Irr
reggaes,reggae,70130,8652,71k,09k,0,207,Irr
ruddiest,ruddy,70131,8653,71k,09k,0,207,Irr
carcinogenicities,carcinogen,70133,8660,71k,09k,0,206,Irr
debilitates,debilitate,70134,8661,71k,09k,0,206,Irr
germinations,germinate,70135,8665,71k,09k,0,206,Irr
hydrations,hydrate,70138,8677,71k,09k,0,205,Irr
rehydrates,hydrate,70139,8677,71k,09k,0,205,Verb
rehydrations,hydrate,70140,8677,71k,09k,0,205,Irr
annulments,annul,70141,8678,71k,09k,0,205,Noun
circumcize,circumcize,70142,8680,71k,09k,0,205,Irr
circumcises,circumcize,70143,8680,71k,09k,0,205,Irr
circumcizes,circumcize,70144,8680,71k,09k,0,205,Irr
circumcizing,circumcize,70145,8680,71k,09k,0,205,Irr
immobilizing,immobilize,70147,8700,71k,09k,0,204,Irr
disbursal,disburse,70148,8704,71k,09k,0,204,Irr
disbursals,disburse,70149,8704,71k,09k,0,204,Irr
disburses,disburse,70150,8704,71k,09k,0,204,Irr
spinaches,spinach,70151,8708,71k,09k,0,203,Irr
blusterer,bluster,70152,8714,71k,09k,0,203,Irr
surreptitiousness,surreptitious,70153,8724,71k,09k,0,203,Irr
phoneyness,phony,70154,8729,71k,09k,0,202,Irr
phonier,phony,70155,8729,71k,09k,0,202,Irr
phonyness,phony,70156,8729,71k,09k,0,202,Irr
plethoras,plethora,70157,8737,71k,09k,0,202,Irr
honers,hone,70158,8744,71k,09k,0,201,Irr
anointments,anoint,70159,8748,71k,09k,0,201,Irr
discolorations,discolour,70160,8752,71k,09k,0,201,Irr
discolored,discolour,70161,8752,71k,09k,0,201,Irr
discoloring,discolour,70162,8752,71k,09k,0,201,Irr
discolors,discolour,70163,8752,71k,09k,0,201,Irr
discolourations,discolour,70164,8752,71k,09k,0,201,Irr
fawningly,fawn,70165,8753,71k,09k,0,201,Irr
placates,placate,70166,8755,71k,09k,0,201,Verb
placation,placate,70167,8755,71k,09k,0,201,Irr
shopliftings,shoplift,70168,8756,71k,09k,0,201,Irr
shoplifts,shoplift,70169,8756,71k,09k,0,201,Noun
truncations,truncate,70170,8762,71k,09k,0,201,Irr
celeries,celery,70171,8765,71k,09k,0,200,Irr
decadences,decadence,70174,8779,71k,09k,0,199,Irr
immaterialities,immaterial,70175,8787,71k,09k,0,199,Irr
impishness,imp,70176,8788,71k,09k,0,199,Irr
hobbler,hobble,70179,8796,71k,09k,0,198,Irr
denigrations,denigrate,70180,8798,71k,09k,0,198,Irr
dupers,dupe,70181,8799,71k,09k,0,198,Irr
genialities,genial,70182,8801,71k,09k,0,198,Irr
scaldings,scald,70183,8803,71k,09k,0,198,Irr
saffrons,saffron,70184,8808,71k,09k,0,198,Noun
yuppys,yuppy,70185,8818,71k,09k,0,197,Irr
docilities,docile,70186,8835,71k,09k,0,196,Irr
molests,molest,70187,8843,71k,09k,0,195,Verb
attires,attire,70188,8844,71k,09k,0,195,Irr
attiring,attire,70189,8844,71k,09k,0,195,Irr
altruisms,altruism,70190,8847,71k,09k,0,195,Irr
